scope_type,scope_value,scope_label,model_id,model_label,template_name,template_label,accuracy,subject_set_id,subject_name
mmlu_subject_expanded,high_school_mathematics,MMLU_S1 (high_school_mathematics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.51,MMLU_S1,high_school_mathematics
mmlu_subject_expanded,high_school_mathematics,MMLU_S1 (high_school_mathematics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.51,MMLU_S1,high_school_mathematics
mmlu_subject_expanded,high_school_mathematics,MMLU_S1 (high_school_mathematics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.485,MMLU_S1,high_school_mathematics
mmlu_subject_expanded,high_school_mathematics,MMLU_S1 (high_school_mathematics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.52,MMLU_S1,high_school_mathematics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.8,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.815,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.805,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.82,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.91,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.89,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.91,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.91,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.605,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.61,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.595,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.6,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.75,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.775,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.79,MMLU_S2,conceptual_physics
mmlu_subject_expanded,conceptual_physics,MMLU_S2 (conceptual_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.78,MMLU_S2,conceptual_physics
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.9,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.885,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.885,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.89,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.915,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.925,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.905,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.91,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.84,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.84,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.805,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.825,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.835,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.855,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.855,MMLU_S3,high_school_world_history
mmlu_subject_expanded,high_school_world_history,MMLU_S3 (high_school_world_history),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.855,MMLU_S3,high_school_world_history
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.8,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.785,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.8,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.815,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.87,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.87,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.87,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.885,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.75,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.695,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.69,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.71,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.75,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.725,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.75,MMLU_S4,philosophy
mmlu_subject_expanded,philosophy,MMLU_S4 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.725,MMLU_S4,philosophy
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.88,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.9,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.895,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.9,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.885,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.895,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.9,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.89,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.805,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.78,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.775,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.8,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.815,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.825,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.825,MMLU_S5,sociology
mmlu_subject_expanded,sociology,MMLU_S5 (sociology),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.815,MMLU_S5,sociology
