request_id,item_id,dataset,subject,split,template_name,messages,metadata,model_id,raw_response
mmlu_high_school_mathematics_0029__benchmark_style,mmlu_high_school_mathematics_0029,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nThe maximum value of the function f (x) = xe^{–x} is\n\nOptions:\nA. 1/e\nB. e\nC. 1\nD. -1'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0029__natural_style,mmlu_high_school_mathematics_0029,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nThe maximum value of the function f (x) = xe^{–x} is\n\nA. 1/e\nB. e\nC. 1\nD. -1\n\nWhich option do you think is correct?'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0029__order_phrasing_variation,mmlu_high_school_mathematics_0029,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nThe maximum value of the function f (x) = xe^{–x} is\n\nA. 1/e\nB. e\nC. 1\nD. -1\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0030__minimal_instruction,mmlu_high_school_mathematics_0030,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'A 12-ounce soft drink has 41 grams of sugar, which is 14% of the normal daily allowance for sugar. Approximately how many grams of sugar are recommended in the normal diet?\n\nA. 5.74\nB. 69\nC. 293\nD. 574\n\nSelect one option.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0030__benchmark_style,mmlu_high_school_mathematics_0030,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nA 12-ounce soft drink has 41 grams of sugar, which is 14% of the normal daily allowance for sugar. Approximately how many grams of sugar are recommended in the normal diet?\n\nOptions:\nA. 5.74\nB. 69\nC. 293\nD. 574'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0030__natural_style,mmlu_high_school_mathematics_0030,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nA 12-ounce soft drink has 41 grams of sugar, which is 14% of the normal daily allowance for sugar. Approximately how many grams of sugar are recommended in the normal diet?\n\nA. 5.74\nB. 69\nC. 293\nD. 574\n\nWhich option do you think is correct?'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0030__order_phrasing_variation,mmlu_high_school_mathematics_0030,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nA 12-ounce soft drink has 41 grams of sugar, which is 14% of the normal daily allowance for sugar. Approximately how many grams of sugar are recommended in the normal diet?\n\nA. 5.74\nB. 69\nC. 293\nD. 574\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0031__minimal_instruction,mmlu_high_school_mathematics_0031,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'If $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?\n\nA. 725\nB. -2\nC. 2\nD. -48\n\nSelect one option.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0031__benchmark_style,mmlu_high_school_mathematics_0031,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nIf $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?\n\nOptions:\nA. 725\nB. -2\nC. 2\nD. -48'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0031__natural_style,mmlu_high_school_mathematics_0031,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nIf $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?\n\nA. 725\nB. -2\nC. 2\nD. -48\n\nWhich option do you think is correct?'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0031__order_phrasing_variation,mmlu_high_school_mathematics_0031,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nIf $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?\n\nA. 725\nB. -2\nC. 2\nD. -48\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0032__minimal_instruction,mmlu_high_school_mathematics_0032,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'For the equation: 3 x − 4(x − 2) + 6 x − 8 = 0, find the value of x.\n\nA. −4\nB. 0\nC. 2\nD. 4\n\nSelect one option.'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0032__benchmark_style,mmlu_high_school_mathematics_0032,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nFor the equation: 3 x − 4(x − 2) + 6 x − 8 = 0, find the value of x.\n\nOptions:\nA. −4\nB. 0\nC. 2\nD. 4'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0032__natural_style,mmlu_high_school_mathematics_0032,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nFor the equation: 3 x − 4(x − 2) + 6 x − 8 = 0, find the value of x.\n\nA. −4\nB. 0\nC. 2\nD. 4\n\nWhich option do you think is correct?'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0032__order_phrasing_variation,mmlu_high_school_mathematics_0032,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nFor the equation: 3 x − 4(x − 2) + 6 x − 8 = 0, find the value of x.\n\nA. −4\nB. 0\nC. 2\nD. 4\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0033__minimal_instruction,mmlu_high_school_mathematics_0033,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'How many numbers are in the list $ -36, -29, -22, \\ldots, 41, 48?$\n\nA. 12\nB. 10\nC. 13\nD. 11\n\nSelect one option.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0033__benchmark_style,mmlu_high_school_mathematics_0033,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nHow many numbers are in the list $ -36, -29, -22, \\ldots, 41, 48?$\n\nOptions:\nA. 12\nB. 10\nC. 13\nD. 11'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0033__natural_style,mmlu_high_school_mathematics_0033,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nHow many numbers are in the list $ -36, -29, -22, \\ldots, 41, 48?$\n\nA. 12\nB. 10\nC. 13\nD. 11\n\nWhich option do you think is correct?'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0033__order_phrasing_variation,mmlu_high_school_mathematics_0033,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nHow many numbers are in the list $ -36, -29, -22, \\ldots, 41, 48?$\n\nA. 12\nB. 10\nC. 13\nD. 11\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0034__minimal_instruction,mmlu_high_school_mathematics_0034,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'Find $x$, given that\\[\\dfrac{\\sqrt{x}}{x\\sqrt{3}+\\sqrt{2}} = \\dfrac{1}{2x\\sqrt{6}+4}.\\]\n\nA. \\frac{3}{4}\nB. \\frac{1}{4}\nC. \\frac{1}{2}\nD. \\frac{1}{8}\n\nSelect one option.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0034__benchmark_style,mmlu_high_school_mathematics_0034,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nFind $x$, given that\\[\\dfrac{\\sqrt{x}}{x\\sqrt{3}+\\sqrt{2}} = \\dfrac{1}{2x\\sqrt{6}+4}.\\]\n\nOptions:\nA. \\frac{3}{4}\nB. \\frac{1}{4}\nC. \\frac{1}{2}\nD. \\frac{1}{8}'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0034__natural_style,mmlu_high_school_mathematics_0034,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nFind $x$, given that\\[\\dfrac{\\sqrt{x}}{x\\sqrt{3}+\\sqrt{2}} = \\dfrac{1}{2x\\sqrt{6}+4}.\\]\n\nA. \\frac{3}{4}\nB. \\frac{1}{4}\nC. \\frac{1}{2}\nD. \\frac{1}{8}\n\nWhich option do you think is correct?'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0034__order_phrasing_variation,mmlu_high_school_mathematics_0034,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nFind $x$, given that\\[\\dfrac{\\sqrt{x}}{x\\sqrt{3}+\\sqrt{2}} = \\dfrac{1}{2x\\sqrt{6}+4}.\\]\n\nA. \\frac{3}{4}\nB. \\frac{1}{4}\nC. \\frac{1}{2}\nD. \\frac{1}{8}\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0035__minimal_instruction,mmlu_high_school_mathematics_0035,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'If an equilateral triangle has a side of length 8, what will be the area of a square that has the same perimeter as this triangle?\n\nA. 9\nB. 16\nC. 36\nD. 49\n\nSelect one option.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0035__benchmark_style,mmlu_high_school_mathematics_0035,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nIf an equilateral triangle has a side of length 8, what will be the area of a square that has the same perimeter as this triangle?\n\nOptions:\nA. 9\nB. 16\nC. 36\nD. 49'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0035__natural_style,mmlu_high_school_mathematics_0035,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nIf an equilateral triangle has a side of length 8, what will be the area of a square that has the same perimeter as this triangle?\n\nA. 9\nB. 16\nC. 36\nD. 49\n\nWhich option do you think is correct?'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0035__order_phrasing_variation,mmlu_high_school_mathematics_0035,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nIf an equilateral triangle has a side of length 8, what will be the area of a square that has the same perimeter as this triangle?\n\nA. 9\nB. 16\nC. 36\nD. 49\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0036__minimal_instruction,mmlu_high_school_mathematics_0036,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'Consider two positive even integers less than $15$ (not necessarily distinct). When the sum of these two numbers is added to their product, how many different possible values may result?\n\nA. 21\nB. 27\nC. 49\nD. 45\n\nSelect one option.'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0036__benchmark_style,mmlu_high_school_mathematics_0036,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nConsider two positive even integers less than $15$ (not necessarily distinct). When the sum of these two numbers is added to their product, how many different possible values may result?\n\nOptions:\nA. 21\nB. 27\nC. 49\nD. 45'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0036__natural_style,mmlu_high_school_mathematics_0036,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nConsider two positive even integers less than $15$ (not necessarily distinct). When the sum of these two numbers is added to their product, how many different possible values may result?\n\nA. 21\nB. 27\nC. 49\nD. 45\n\nWhich option do you think is correct?'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0036__order_phrasing_variation,mmlu_high_school_mathematics_0036,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nConsider two positive even integers less than $15$ (not necessarily distinct). When the sum of these two numbers is added to their product, how many different possible values may result?\n\nA. 21\nB. 27\nC. 49\nD. 45\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'B'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0037__minimal_instruction,mmlu_high_school_mathematics_0037,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'If an integer ends in the digit $0$ and the sum of its digits is divisible by $3$, then how many of the numbers $2, 3, 4, 5, 6, 8, 9$ necessarily divide it?\n\nA. 1\nB. 2\nC. 3\nD. 4\n\nSelect one option.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0037__benchmark_style,mmlu_high_school_mathematics_0037,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nIf an integer ends in the digit $0$ and the sum of its digits is divisible by $3$, then how many of the numbers $2, 3, 4, 5, 6, 8, 9$ necessarily divide it?\n\nOptions:\nA. 1\nB. 2\nC. 3\nD. 4'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0037__natural_style,mmlu_high_school_mathematics_0037,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nIf an integer ends in the digit $0$ and the sum of its digits is divisible by $3$, then how many of the numbers $2, 3, 4, 5, 6, 8, 9$ necessarily divide it?\n\nA. 1\nB. 2\nC. 3\nD. 4\n\nWhich option do you think is correct?'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0037__order_phrasing_variation,mmlu_high_school_mathematics_0037,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nIf an integer ends in the digit $0$ and the sum of its digits is divisible by $3$, then how many of the numbers $2, 3, 4, 5, 6, 8, 9$ necessarily divide it?\n\nA. 1\nB. 2\nC. 3\nD. 4\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0038__minimal_instruction,mmlu_high_school_mathematics_0038,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'Factor $36-9x^2$.\n\nA. (6-3x)(6+3x)\nB. (-3x+6)(3x+6)\nC. 9(2-x)(2+x)\nD. 3(2+x)^2\n\nSelect one option.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0038__benchmark_style,mmlu_high_school_mathematics_0038,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nFactor $36-9x^2$.\n\nOptions:\nA. (6-3x)(6+3x)\nB. (-3x+6)(3x+6)\nC. 9(2-x)(2+x)\nD. 3(2+x)^2'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0038__natural_style,mmlu_high_school_mathematics_0038,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nFactor $36-9x^2$.\n\nA. (6-3x)(6+3x)\nB. (-3x+6)(3x+6)\nC. 9(2-x)(2+x)\nD. 3(2+x)^2\n\nWhich option do you think is correct?'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0038__order_phrasing_variation,mmlu_high_school_mathematics_0038,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nFactor $36-9x^2$.\n\nA. (6-3x)(6+3x)\nB. (-3x+6)(3x+6)\nC. 9(2-x)(2+x)\nD. 3(2+x)^2\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'C'},google/gemini-2.0-flash-001,C
mmlu_high_school_mathematics_0039__minimal_instruction,mmlu_high_school_mathematics_0039,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'The graph of the equation $x + 2y + 3 = 0$ is perpendicular to the graph of the equation $ax + 2y + 3 = 0$. What is the value of $a$?\n\nA. -4\nB. -13\nC. -9\nD. -15\n\nSelect one option.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0039__benchmark_style,mmlu_high_school_mathematics_0039,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nThe graph of the equation $x + 2y + 3 = 0$ is perpendicular to the graph of the equation $ax + 2y + 3 = 0$. What is the value of $a$?\n\nOptions:\nA. -4\nB. -13\nC. -9\nD. -15'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0039__natural_style,mmlu_high_school_mathematics_0039,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nThe graph of the equation $x + 2y + 3 = 0$ is perpendicular to the graph of the equation $ax + 2y + 3 = 0$. What is the value of $a$?\n\nA. -4\nB. -13\nC. -9\nD. -15\n\nWhich option do you think is correct?'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0039__order_phrasing_variation,mmlu_high_school_mathematics_0039,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nThe graph of the equation $x + 2y + 3 = 0$ is perpendicular to the graph of the equation $ax + 2y + 3 = 0$. What is the value of $a$?\n\nA. -4\nB. -13\nC. -9\nD. -15\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0040__minimal_instruction,mmlu_high_school_mathematics_0040,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'The path of a satellite is given by the parametric equations x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t). The upward velocity at t = 1 equals\n\nA. 2.829\nB. 3.005\nC. 3.999\nD. 12.287\n\nSelect one option.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0040__benchmark_style,mmlu_high_school_mathematics_0040,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nThe path of a satellite is given by the parametric equations x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t). The upward velocity at t = 1 equals\n\nOptions:\nA. 2.829\nB. 3.005\nC. 3.999\nD. 12.287'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0040__natural_style,mmlu_high_school_mathematics_0040,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nThe path of a satellite is given by the parametric equations x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t). The upward velocity at t = 1 equals\n\nA. 2.829\nB. 3.005\nC. 3.999\nD. 12.287\n\nWhich option do you think is correct?'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0040__order_phrasing_variation,mmlu_high_school_mathematics_0040,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nThe path of a satellite is given by the parametric equations x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t). The upward velocity at t = 1 equals\n\nA. 2.829\nB. 3.005\nC. 3.999\nD. 12.287\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0041__minimal_instruction,mmlu_high_school_mathematics_0041,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'John has 12 marbles of different colors, including one red, one green, and one blue marble. In how many ways can he choose 4 marbles, if exactly one of the chosen marbles is red, green, or blue?\n\nA. 252\nB. 276\nC. 441\nD. 84\n\nSelect one option.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0041__benchmark_style,mmlu_high_school_mathematics_0041,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nJohn has 12 marbles of different colors, including one red, one green, and one blue marble. In how many ways can he choose 4 marbles, if exactly one of the chosen marbles is red, green, or blue?\n\nOptions:\nA. 252\nB. 276\nC. 441\nD. 84'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0041__natural_style,mmlu_high_school_mathematics_0041,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nJohn has 12 marbles of different colors, including one red, one green, and one blue marble. In how many ways can he choose 4 marbles, if exactly one of the chosen marbles is red, green, or blue?\n\nA. 252\nB. 276\nC. 441\nD. 84\n\nWhich option do you think is correct?'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0041__order_phrasing_variation,mmlu_high_school_mathematics_0041,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nJohn has 12 marbles of different colors, including one red, one green, and one blue marble. In how many ways can he choose 4 marbles, if exactly one of the chosen marbles is red, green, or blue?\n\nA. 252\nB. 276\nC. 441\nD. 84\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,B
mmlu_high_school_mathematics_0042__minimal_instruction,mmlu_high_school_mathematics_0042,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'Suppose 5 different integers are randomly chosen from between 20 and 69, inclusive. What is the probability that they each have a different tens digit?\n\nA. \\frac{1}{4}\nB. \\frac{1}{3}\nC. \\frac{1000}{52969}\nD. \\frac{2500}{52969}\n\nSelect one option.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0042__benchmark_style,mmlu_high_school_mathematics_0042,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nSuppose 5 different integers are randomly chosen from between 20 and 69, inclusive. What is the probability that they each have a different tens digit?\n\nOptions:\nA. \\frac{1}{4}\nB. \\frac{1}{3}\nC. \\frac{1000}{52969}\nD. \\frac{2500}{52969}'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0042__natural_style,mmlu_high_school_mathematics_0042,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nSuppose 5 different integers are randomly chosen from between 20 and 69, inclusive. What is the probability that they each have a different tens digit?\n\nA. \\frac{1}{4}\nB. \\frac{1}{3}\nC. \\frac{1000}{52969}\nD. \\frac{2500}{52969}\n\nWhich option do you think is correct?'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0042__order_phrasing_variation,mmlu_high_school_mathematics_0042,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nSuppose 5 different integers are randomly chosen from between 20 and 69, inclusive. What is the probability that they each have a different tens digit?\n\nA. \\frac{1}{4}\nB. \\frac{1}{3}\nC. \\frac{1000}{52969}\nD. \\frac{2500}{52969}\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'D'},google/gemini-2.0-flash-001,D
mmlu_high_school_mathematics_0043__minimal_instruction,mmlu_high_school_mathematics_0043,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'If the ratio of $2x-y$ to $x+y$ is 2 to 3, what is the ratio of $x$ to $y$? Express your answer as a common fraction.\n\nA. \\frac{5}{4}\nB. \\frac{4}{5}\nC. \\frac{5}{2}\nD. \\frac{2}{5}\n\nSelect one option.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0043__benchmark_style,mmlu_high_school_mathematics_0043,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nIf the ratio of $2x-y$ to $x+y$ is 2 to 3, what is the ratio of $x$ to $y$? Express your answer as a common fraction.\n\nOptions:\nA. \\frac{5}{4}\nB. \\frac{4}{5}\nC. \\frac{5}{2}\nD. \\frac{2}{5}'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0043__natural_style,mmlu_high_school_mathematics_0043,mmlu,high_school_mathematics,test,natural_style,"[{'role': 'user', 'content': 'I have a multiple-choice question for you.\n\nIf the ratio of $2x-y$ to $x+y$ is 2 to 3, what is the ratio of $x$ to $y$? Express your answer as a common fraction.\n\nA. \\frac{5}{4}\nB. \\frac{4}{5}\nC. \\frac{5}{2}\nD. \\frac{2}{5}\n\nWhich option do you think is correct?'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0043__order_phrasing_variation,mmlu_high_school_mathematics_0043,mmlu,high_school_mathematics,test,order_phrasing_variation,"[{'role': 'user', 'content': 'Consider the following question.\n\nIf the ratio of $2x-y$ to $x+y$ is 2 to 3, what is the ratio of $x$ to $y$? Express your answer as a common fraction.\n\nA. \\frac{5}{4}\nB. \\frac{4}{5}\nC. \\frac{5}{2}\nD. \\frac{2}{5}\n\nFrom the four options above, select the best answer.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0044__minimal_instruction,mmlu_high_school_mathematics_0044,mmlu,high_school_mathematics,test,minimal_instruction,"[{'role': 'user', 'content': 'If $m$ and $n$ are odd integers, how many terms in the expansion of $(m+n)^6$ are odd?\n\nA. 4\nB. 2\nC. 1\nD. 9\n\nSelect one option.'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
mmlu_high_school_mathematics_0044__benchmark_style,mmlu_high_school_mathematics_0044,mmlu,high_school_mathematics,test,benchmark_style,"[{'role': 'user', 'content': 'Choose the best answer to the following multiple-choice question.\n\nQuestion:\nIf $m$ and $n$ are odd integers, how many terms in the expansion of $(m+n)^6$ are odd?\n\nOptions:\nA. 4\nB. 2\nC. 1\nD. 9'}]",{'gold_answer': 'A'},google/gemini-2.0-flash-001,A
