scope_type,scope_value,scope_label,model_id,model_label,template_name,template_label,accuracy,subject_set_id,subject_name
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.56,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.62,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.56,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.6,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.66,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.68,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.72,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.68,MMLU_S2,high_school_macroeconomics
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.78,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.72,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.78,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.76,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.82,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.84,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.82,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.8,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.6,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.66,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.62,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.6,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.7,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.7,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.7,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.74,MMLU_S3,college_medicine
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.52,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.52,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.56,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.56,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.76,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.78,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.78,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.8,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.46,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.36,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.42,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.44,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.58,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.54,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.5,MMLU_S4,high_school_physics
mmlu_subject,high_school_physics,MMLU_S4 (high_school_physics),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.52,MMLU_S4,high_school_physics
mmlu_subject,philosophy,MMLU_S5 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.8,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.82,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.84,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.82,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.9,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.9,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.92,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.88,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.8,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.78,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.74,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.78,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.86,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.86,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.82,MMLU_S5,philosophy
mmlu_subject,philosophy,MMLU_S5 (philosophy),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.86,MMLU_S5,philosophy
mmlu_subject,international_law,MMLU_S6 (international_law),openai/gpt-4o-mini,GPT-4o-mini,minimal_instruction,T1 Minimal,0.86,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),openai/gpt-4o-mini,GPT-4o-mini,benchmark_style,T2 Benchmark,0.88,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),openai/gpt-4o-mini,GPT-4o-mini,natural_style,T3 Natural,0.86,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),openai/gpt-4o-mini,GPT-4o-mini,order_phrasing_variation,T4 Order/Phrasing,0.82,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),google/gemini-2.0-flash-001,Gemini-2.0-flash,minimal_instruction,T1 Minimal,0.9,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),google/gemini-2.0-flash-001,Gemini-2.0-flash,benchmark_style,T2 Benchmark,0.88,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),google/gemini-2.0-flash-001,Gemini-2.0-flash,natural_style,T3 Natural,0.88,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),google/gemini-2.0-flash-001,Gemini-2.0-flash,order_phrasing_variation,T4 Order/Phrasing,0.88,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,minimal_instruction,T1 Minimal,0.74,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,benchmark_style,T2 Benchmark,0.72,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,natural_style,T3 Natural,0.72,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,order_phrasing_variation,T4 Order/Phrasing,0.72,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,minimal_instruction,T1 Minimal,0.74,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,benchmark_style,T2 Benchmark,0.74,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,natural_style,T3 Natural,0.76,MMLU_S6,international_law
mmlu_subject,international_law,MMLU_S6 (international_law),qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,order_phrasing_variation,T4 Order/Phrasing,0.74,MMLU_S6,international_law
