scope_type,scope_value,scope_label,template_name,template_label,model_id,model_label,rank_position,probability,subject_set_id,subject_name
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,1,0.008,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.83,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.162,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,2,0.12,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.147,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.01,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.723,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,3,0.814,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.023,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.051,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.112,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,4,0.058,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.939,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.003,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,1,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.91,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.09,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,2,0.105,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.088,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.002,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.805,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,3,0.815,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.002,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.084,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.099,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,4,0.08,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.914,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.006,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,1,0.003,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.943,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.054,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,2,0.135,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.054,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.002,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.809,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,3,0.811,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.003,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.053,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.133,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,4,0.051,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.945,MMLU_S1,formal_logic
mmlu_subject,formal_logic,MMLU_S1 (formal_logic),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.004,MMLU_S1,formal_logic
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,1,0.06,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.94,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,2,0.94,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.06,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,3,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.119,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.881,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.881,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.119,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,1,0.007,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.993,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,2,0.968,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.007,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.001,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.024,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,3,0.025,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.275,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.7,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,openai/gpt-4o-mini,GPT-4o-mini,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.724,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),benchmark_style,T2 Benchmark,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.276,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,1,0.016,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.984,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,2,0.949,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.016,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.035,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,3,0.035,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.023,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.942,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,openai/gpt-4o-mini,GPT-4o-mini,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.977,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),natural_style,T3 Natural,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.023,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,1,0.006,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.994,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,2,0.988,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.006,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.006,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,3,0.006,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,3,0.162,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,3,0.832,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,openai/gpt-4o-mini,GPT-4o-mini,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,google/gemini-2.0-flash-001,Gemini-2.0-flash,4,0.0,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,4,0.838,MMLU_S2,high_school_macroeconomics
mmlu_subject,high_school_macroeconomics,MMLU_S2 (high_school_macroeconomics),order_phrasing_variation,T4 Order/Phrasing,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,4,0.162,MMLU_S2,high_school_macroeconomics
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,1,0.361,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,1,0.637,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,1,0.0,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,1,0.002,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,2,0.624,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,2,0.351,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,meta-llama/llama-3.1-8b-instruct,Llama-3.1-8B,2,0.0,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,qwen/qwen-2.5-7b-instruct,Qwen-2.5-7B,2,0.025,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,openai/gpt-4o-mini,GPT-4o-mini,3,0.015,MMLU_S3,college_medicine
mmlu_subject,college_medicine,MMLU_S3 (college_medicine),minimal_instruction,T1 Minimal,google/gemini-2.0-flash-001,Gemini-2.0-flash,3,0.012,MMLU_S3,college_medicine
